audio_id,ori_seg_Coherence_mean,ori_seg_Coherence_std,user_seg_Coherence_mean,user_seg_Coherence_std,ori_full_Coherence,user_full_Coherence,ori_seg_Musicality_mean,ori_seg_Musicality_std,user_seg_Musicality_mean,user_seg_Musicality_std,ori_full_Musicality,user_full_Musicality,ori_seg_Memorability_mean,ori_seg_Memorability_std,user_seg_Memorability_mean,user_seg_Memorability_std,ori_full_Memorability,user_full_Memorability,ori_seg_Clarity_mean,ori_seg_Clarity_std,user_seg_Clarity_mean,user_seg_Clarity_std,ori_full_Clarity,user_full_Clarity,ori_seg_Naturalness_mean,ori_seg_Naturalness_std,user_seg_Naturalness_mean,user_seg_Naturalness_std,ori_full_Naturalness,user_full_Naturalness
343147171,2.5842,0.233,2.8037,0.2178,2.0275,2.3898,2.7865,0.2719,2.9518,0.2001,2.0846,2.2251,2.5868,0.2794,2.8675,0.2128,1.7993,2.0331,2.5643,0.2669,2.9211,0.2021,1.8868,2.3013,2.5995,0.2407,2.8724,0.1911,2.0745,2.2318
352788420,2.6256,0.2562,2.975,0.2922,2.1801,2.6479,2.7975,0.2455,3.063,0.2943,2.3471,2.4263,2.6378,0.2576,2.993,0.3013,2.1726,2.3657,2.612,0.2563,3.035,0.2859,2.0839,2.5527,2.6446,0.2154,2.9082,0.2699,2.2536,2.41
352484296,2.3949,0.2478,3.1916,0.2777,1.821,2.8745,2.5342,0.2451,3.2865,0.3031,1.9259,2.702,2.3607,0.2578,3.1649,0.3074,1.69,2.5434,2.3917,0.234,3.1202,0.2864,1.7011,2.6827,2.4251,0.2384,3.1045,0.2837,1.7811,2.6785
343996799,2.4649,0.3283,2.9923,0.4778,2.3224,2.8788,2.6253,0.2743,3.111,0.4049,2.2407,2.6002,2.4665,0.2793,3.0104,0.4401,2.1274,2.408,2.4592,0.266,3.0645,0.4103,2.1248,2.6548,2.474,0.2881,2.9591,0.4465,2.3328,2.651
350838199,2.6256,0.2562,3.3083,0.3174,2.1801,3.4266,2.7975,0.2455,3.3874,0.319,2.3471,3.1696,2.6378,0.2576,3.3154,0.3515,2.1726,3.2748,2.612,0.2563,3.3385,0.3242,2.0839,3.2873,2.6446,0.2154,3.2384,0.3079,2.2536,3.1784
356121723,2.5086,0.2234,2.8451,0.2331,2.1545,2.1473,2.6897,0.2082,2.9588,0.2218,2.1569,2.026,2.4742,0.2267,2.916,0.2281,1.9797,1.8406,2.5076,0.221,2.9335,0.2104,1.9746,2.0887,2.571,0.1889,2.8483,0.2135,2.0744,1.9608
359931405,2.3949,0.2478,3.4077,0.3183,1.821,3.4621,2.5342,0.2451,3.5047,0.2864,1.9259,3.2445,2.3607,0.2578,3.4344,0.3282,1.69,3.1343,2.3917,0.234,3.3532,0.3156,1.7011,3.2428,2.4251,0.2384,3.2801,0.278,1.7811,3.1484
347365861,2.1272,0.1782,2.9935,0.2785,1.8714,3.6951,2.2759,0.1887,3.1609,0.292,1.8773,3.5325,2.0943,0.2023,3.0914,0.3184,1.6812,3.3782,2.1537,0.1994,3.1192,0.2966,1.7614,3.5074,2.1961,0.1993,2.967,0.2678,1.8952,3.2657
356201782,2.6256,0.2562,3.2877,0.2398,2.1801,3.0811,2.7975,0.2455,3.3608,0.2334,2.3471,2.9803,2.6378,0.2576,3.2845,0.2282,2.1726,2.8661,2.612,0.2563,3.2434,0.2166,2.0839,2.8375,2.6446,0.2154,3.1687,0.2125,2.2536,2.9131
348538347,2.5105,0.2272,2.963,0.2761,1.9958,2.9472,2.6489,0.2396,3.133,0.3059,1.9663,2.7755,2.4883,0.2519,3.0121,0.2887,1.8331,2.5661,2.4845,0.2379,3.0027,0.2735,1.8513,2.7455,2.4687,0.2016,2.824,0.2595,1.8501,2.5355
351224648,2.4498,0.3186,2.7467,0.3663,2.1087,2.4865,2.6223,0.3415,2.899,0.3424,2.0783,2.2942,2.4783,0.3284,2.7931,0.3504,1.9298,2.1293,2.4146,0.3072,2.7154,0.3502,1.9468,2.3705,2.4116,0.3047,2.6156,0.314,2.0346,2.2916
343705565,2.4649,0.3283,3.0379,0.3543,2.3224,2.6461,2.6253,0.2743,3.2297,0.2798,2.2407,2.564,2.4665,0.2793,3.0726,0.3225,2.1274,2.357,2.4592,0.266,3.0471,0.2998,2.1248,2.4643,2.474,0.2881,3.0032,0.3332,2.3328,2.5156
350211745,2.5842,0.233,2.7505,0.2403,2.0275,2.0164,2.7865,0.2719,2.9964,0.2691,2.0846,2.0834,2.5868,0.2794,2.8313,0.2483,1.7993,1.8029,2.5643,0.2669,2.7737,0.242,1.8868,1.9512,2.5995,0.2407,2.7553,0.2244,2.0745,1.9621
352492435,2.5105,0.2272,3.1994,0.3102,1.9958,3.3416,2.6489,0.2396,3.3893,0.2994,1.9663,3.2875,2.4883,0.2519,3.3196,0.3203,1.8331,3.24,2.4845,0.2379,3.2588,0.2681,1.8513,3.1959,2.4687,0.2016,3.0715,0.3079,1.8501,3.0916
361304929,2.928,0.3376,2.5565,0.2633,2.539,2.369,3.1097,0.3626,2.6977,0.2816,2.7242,2.2146,2.9782,0.3581,2.7011,0.3011,2.5814,2.1608,2.9033,0.3706,2.6688,0.2671,2.5595,2.1962,2.8855,0.3227,2.5252,0.2645,2.6851,2.17
360874399,2.7604,0.3086,3.0673,0.2069,2.3807,2.7615,2.904,0.2958,3.1737,0.2115,2.4489,2.7226,2.7848,0.3188,3.0472,0.2267,2.2025,2.5334,2.7314,0.3069,3.0829,0.2274,2.2404,2.726,2.723,0.2903,3.0842,0.2003,2.3006,2.8048
357784200,2.3949,0.2478,3.3852,0.385,1.821,3.2401,2.5342,0.2451,3.4977,0.3368,1.9259,3.0836,2.3607,0.2578,3.3463,0.3815,1.69,2.9372,2.3917,0.234,3.3325,0.334,1.7011,3.1282,2.4251,0.2384,3.2459,0.3438,1.7811,2.9789
348302583,2.6256,0.2562,3.6471,0.3236,2.1801,3.774,2.7975,0.2455,3.6729,0.2764,2.3471,3.5838,2.6378,0.2576,3.6003,0.3446,2.1726,3.474,2.612,0.2563,3.6013,0.3077,2.0839,3.6449,2.6446,0.2154,3.4681,0.2733,2.2536,3.4818
341970771,2.6256,0.2562,3.338,0.3128,2.1801,3.1322,2.7975,0.2455,3.3612,0.271,2.3471,2.8448,2.6378,0.2576,3.3676,0.3152,2.1726,2.9752,2.612,0.2563,3.3634,0.3083,2.0839,3.072,2.6446,0.2154,3.2282,0.2672,2.2536,2.8777
355097513,2.7604,0.3086,3.5176,0.2383,2.3807,3.4994,2.904,0.2958,3.5828,0.2443,2.4489,3.4269,2.7848,0.3188,3.4655,0.2675,2.2025,3.4459,2.7314,0.3069,3.4661,0.2199,2.2404,3.3811,2.723,0.2903,3.3801,0.2062,2.3006,3.4204
353928858,2.7604,0.3086,3.2576,0.2956,2.3807,2.6512,2.904,0.2958,3.3176,0.3065,2.4489,2.5382,2.7848,0.3188,3.3204,0.2998,2.2025,2.3659,2.7314,0.3069,3.266,0.2742,2.2404,2.5616,2.723,0.2903,3.2131,0.2797,2.3006,2.5606
361583627,2.4498,0.3186,2.7261,0.3334,2.1087,2.8448,2.6223,0.3415,2.8589,0.3034,2.0783,2.6199,2.4783,0.3284,2.7242,0.3209,1.9298,2.6446,2.4146,0.3072,2.808,0.2953,1.9468,2.7629,2.4116,0.3047,2.6462,0.2915,2.0346,2.6731
354733812,2.4787,0.2273,3.181,0.3287,1.9887,2.8949,2.7001,0.2115,3.3818,0.3402,2.0739,2.6947,2.4938,0.2296,3.2298,0.3113,1.7756,2.4916,2.5358,0.2279,3.3027,0.3263,1.9429,2.8044,2.5226,0.2035,3.1397,0.3084,1.9872,2.5648
348527815,2.377,0.2047,2.9262,0.2065,1.9782,3.375,2.5366,0.2171,3.0206,0.2282,2.1099,3.2164,2.3711,0.2246,2.9687,0.2335,1.8861,3.2031,2.3471,0.2159,3.061,0.1737,1.8706,3.3785,2.3842,0.1973,3.0069,0.1948,1.8978,3.2713
352081249,2.6256,0.2562,3.5688,0.2863,2.1801,3.5311,2.7975,0.2455,3.6491,0.2622,2.3471,3.3243,2.6378,0.2576,3.5974,0.3013,2.1726,3.2635,2.612,0.2563,3.5515,0.258,2.0839,3.3562,2.6446,0.2154,3.4595,0.2566,2.2536,3.2428
343629751,2.4787,0.2273,2.5783,0.294,1.9887,2.4331,2.7001,0.2115,2.6658,0.2512,2.0739,2.1844,2.4938,0.2296,2.6582,0.292,1.7756,2.2095,2.5358,0.2279,2.7557,0.2858,1.9429,2.3879,2.5226,0.2035,2.5503,0.2593,1.9872,2.1527
340775590,2.928,0.3376,2.8736,0.2572,2.539,2.3863,3.1097,0.3626,3.0477,0.272,2.7242,2.2991,2.9782,0.3581,2.9678,0.2991,2.5814,2.2099,2.9033,0.3706,3.0183,0.2544,2.5595,2.3367,2.8855,0.3227,2.9415,0.2458,2.6851,2.348
347260841,2.4649,0.3283,2.7977,0.4225,2.3224,3.0001,2.6253,0.2743,2.9189,0.3678,2.2407,2.7532,2.4665,0.2793,2.8189,0.3772,2.1274,2.5501,2.4592,0.266,2.8548,0.3679,2.1248,2.8295,2.474,0.2881,2.744,0.3841,2.3328,2.6782
345461450,2.377,0.2047,2.9731,0.2485,1.9782,3.0673,2.5366,0.2171,3.1149,0.2762,2.1099,3.1187,2.3711,0.2246,3.0159,0.2928,1.8861,2.8703,2.3471,0.2159,3.0899,0.2419,1.8706,3.1943,2.3842,0.1973,3.1051,0.2248,1.8978,3.2632
341178064,2.377,0.2047,2.7949,0.2562,1.9782,2.6807,2.5366,0.2171,2.8917,0.2523,2.1099,2.593,2.3711,0.2246,2.8131,0.2616,1.8861,2.4953,2.3471,0.2159,2.8353,0.2455,1.8706,2.5683,2.3842,0.1973,2.889,0.2239,1.8978,2.6283
354842129,2.4498,0.3186,2.7367,0.2712,2.1087,2.3718,2.6223,0.3415,2.8653,0.2287,2.0783,2.3138,2.4783,0.3284,2.7104,0.2608,1.9298,2.1007,2.4146,0.3072,2.7347,0.2301,1.9468,2.2318,2.4116,0.3047,2.5874,0.2687,2.0346,2.219
355982685,2.3949,0.2478,3.0363,0.2789,1.821,2.8464,2.5342,0.2451,3.1365,0.274,1.9259,2.7053,2.3607,0.2578,3.0084,0.287,1.69,2.5004,2.3917,0.234,3.0094,0.2699,1.7011,2.7575,2.4251,0.2384,2.9026,0.2282,1.7811,2.6702
357858969,2.4498,0.3186,2.7497,0.3082,2.1087,2.8814,2.6223,0.3415,2.8542,0.2329,2.0783,2.6587,2.4783,0.3284,2.7481,0.2796,1.9298,2.5631,2.4146,0.3072,2.7366,0.2485,1.9468,2.6512,2.4116,0.3047,2.6485,0.2808,2.0346,2.6905
341301817,2.377,0.2047,2.8271,0.2103,1.9782,2.7009,2.5366,0.2171,2.9185,0.2157,2.1099,2.6637,2.3711,0.2246,2.8151,0.2055,1.8861,2.491,2.3471,0.2159,2.8398,0.2203,1.8706,2.5671,2.3842,0.1973,2.8222,0.2154,1.8978,2.5759
357015764,2.4787,0.2273,2.9329,0.3408,1.9887,2.4665,2.7001,0.2115,3.1262,0.3463,2.0739,2.5233,2.4938,0.2296,2.9565,0.3679,1.7756,2.2186,2.5358,0.2279,2.9595,0.3083,1.9429,2.3639,2.5226,0.2035,2.8886,0.3069,1.9872,2.3918
351098316,2.5842,0.233,3.1254,0.304,2.0275,2.8042,2.7865,0.2719,3.3183,0.3336,2.0846,2.8034,2.5868,0.2794,3.1654,0.333,1.7993,2.5644,2.5643,0.2669,3.1934,0.3052,1.8868,2.7257,2.5995,0.2407,3.1645,0.2773,2.0745,2.7733
358117694,2.4787,0.2273,3.1872,0.3261,1.9887,2.9781,2.7001,0.2115,3.376,0.2955,2.0739,2.9282,2.4938,0.2296,3.2633,0.34,1.7756,2.8558,2.5358,0.2279,3.2672,0.331,1.9429,2.9269,2.5226,0.2035,3.1508,0.2909,1.9872,2.8162
341849201,2.5105,0.2272,2.6527,0.2407,1.9958,2.6776,2.6489,0.2396,2.7864,0.2857,1.9663,2.4275,2.4883,0.2519,2.7316,0.2572,1.8331,2.447,2.4845,0.2379,2.7508,0.2342,1.8513,2.4522,2.4687,0.2016,2.5802,0.2284,1.8501,2.3332
357776938,2.7604,0.3086,3.2587,0.2532,2.3807,3.4573,2.904,0.2958,3.302,0.2492,2.4489,3.2349,2.7848,0.3188,3.3117,0.2822,2.2025,3.232,2.7314,0.3069,3.2778,0.2379,2.2404,3.2446,2.723,0.2903,3.2094,0.2452,2.3006,3.3442
351657003,2.4498,0.3186,2.6642,0.3296,2.1087,2.6668,2.6223,0.3415,2.8592,0.2901,2.0783,2.6089,2.4783,0.3284,2.6962,0.3009,1.9298,2.4446,2.4146,0.3072,2.6739,0.3089,1.9468,2.5104,2.4116,0.3047,2.5488,0.2912,2.0346,2.475
350758464,2.377,0.2047,2.9677,0.2272,1.9782,3.269,2.5366,0.2171,3.0864,0.2418,2.1099,3.1751,2.3711,0.2246,2.9817,0.2548,1.8861,3.1972,2.3471,0.2159,2.9781,0.2154,1.8706,3.104,2.3842,0.1973,2.9214,0.1871,1.8978,3.126
355744074,2.7604,0.3086,3.0131,0.2769,2.3807,2.4903,2.904,0.2958,3.0891,0.2799,2.4489,2.4767,2.7848,0.3188,3.0006,0.2679,2.2025,2.2953,2.7314,0.3069,3.0025,0.2603,2.2404,2.4504,2.723,0.2903,2.9637,0.2802,2.3006,2.4779
344544740,2.5086,0.2234,3.1656,0.2619,2.1545,3.1624,2.6897,0.2082,3.3001,0.1988,2.1569,3.0834,2.4742,0.2267,3.168,0.2521,1.9797,2.8831,2.5076,0.221,3.2158,0.2181,1.9746,3.1496,2.571,0.1889,3.1196,0.2373,2.0744,2.9076
341952685,2.928,0.3376,3.2428,0.3025,2.539,3.1079,3.1097,0.3626,3.342,0.2768,2.7242,2.9554,2.9782,0.3581,3.3551,0.2715,2.5814,2.9891,2.9033,0.3706,3.2877,0.257,2.5595,3.0619,2.8855,0.3227,3.2036,0.2311,2.6851,2.8814
345782243,2.6256,0.2562,3.2897,0.2713,2.1801,2.9361,2.7975,0.2455,3.4023,0.2748,2.3471,2.7677,2.6378,0.2576,3.34,0.2845,2.1726,2.7571,2.612,0.2563,3.3393,0.271,2.0839,2.9068,2.6446,0.2154,3.2372,0.2582,2.2536,2.7635
353399723,2.4498,0.3186,2.7407,0.4358,2.1087,2.8223,2.6223,0.3415,2.9238,0.375,2.0783,2.8551,2.4783,0.3284,2.7091,0.3369,1.9298,2.541,2.4146,0.3072,2.7722,0.3871,1.9468,2.7803,2.4116,0.3047,2.6442,0.3809,2.0346,2.6943
355897193,2.928,0.3376,2.9187,0.3044,2.539,2.6483,3.1097,0.3626,3.0636,0.293,2.7242,2.4913,2.9782,0.3581,3.0211,0.3331,2.5814,2.4257,2.9033,0.3706,2.9664,0.2735,2.5595,2.4665,2.8855,0.3227,2.9376,0.2601,2.6851,2.5452
354436486,2.928,0.3376,3.1675,0.3635,2.539,2.8728,3.1097,0.3626,3.3301,0.3363,2.7242,2.7466,2.9782,0.3581,3.2094,0.3565,2.5814,2.6538,2.9033,0.3706,3.1913,0.3593,2.5595,2.7451,2.8855,0.3227,3.1766,0.3451,2.6851,2.7475
356918771,2.7604,0.3086,3.1634,0.3051,2.3807,2.9696,2.904,0.2958,3.2706,0.2804,2.4489,2.9862,2.7848,0.3188,3.2025,0.2677,2.2025,2.8277,2.7314,0.3069,3.1804,0.2532,2.2404,2.8769,2.723,0.2903,3.1186,0.2773,2.3006,2.8905
349737326,2.377,0.2047,3.2205,0.231,1.9782,3.69,2.5366,0.2171,3.3362,0.243,2.1099,3.4928,2.3711,0.2246,3.2122,0.2263,1.8861,3.4105,2.3471,0.2159,3.2204,0.2101,1.8706,3.4164,2.3842,0.1973,3.1942,0.2502,1.8978,3.442
351258732,2.7604,0.3086,3.2446,0.243,2.3807,2.5527,2.904,0.2958,3.338,0.227,2.4489,2.5239,2.7848,0.3188,3.276,0.2469,2.2025,2.2935,2.7314,0.3069,3.2078,0.2237,2.2404,2.4403,2.723,0.2903,3.215,0.2172,2.3006,2.5499
343448368,2.5105,0.2272,3.0819,0.3372,1.9958,3.0347,2.6489,0.2396,3.242,0.3951,1.9663,2.8356,2.4883,0.2519,3.1647,0.3795,1.8331,2.8617,2.4845,0.2379,3.1169,0.3412,1.8513,2.7248,2.4687,0.2016,2.976,0.3351,1.8501,2.7136
357807541,2.4498,0.3186,2.8452,0.3738,2.1087,2.9714,2.6223,0.3415,3.0192,0.35,2.0783,2.964,2.4783,0.3284,2.8686,0.3459,1.9298,2.7539,2.4146,0.3072,2.8725,0.3207,1.9468,2.8477,2.4116,0.3047,2.8097,0.3539,2.0346,2.7712
340515076,2.2907,0.2298,3.0495,0.2546,1.8344,2.7599,2.497,0.2133,3.2395,0.2358,1.9481,2.8193,2.3163,0.2277,3.1285,0.2643,1.7034,2.5842,2.3131,0.2085,3.1467,0.2209,1.7095,2.8931,2.3498,0.2011,3.1109,0.2277,1.8834,2.7857
346346820,2.377,0.2047,3.0496,0.2557,1.9782,3.5654,2.5366,0.2171,3.1417,0.3359,2.1099,3.4512,2.3711,0.2246,3.0702,0.2892,1.8861,3.3928,2.3471,0.2159,3.0913,0.2935,1.8706,3.3328,2.3842,0.1973,3.0355,0.2573,1.8978,3.3112
361590194,2.928,0.3376,2.9459,0.2534,2.539,2.7609,3.1097,0.3626,3.1382,0.2533,2.7242,2.6137,2.9782,0.3581,3.0284,0.2934,2.5814,2.3627,2.9033,0.3706,3.0478,0.2175,2.5595,2.6806,2.8855,0.3227,3.0087,0.2421,2.6851,2.6412
349798673,2.377,0.2047,2.9358,0.2325,1.9782,2.9479,2.5366,0.2171,3.0328,0.2443,2.1099,2.8522,2.3711,0.2246,2.9775,0.2313,1.8861,2.8111,2.3471,0.2159,2.9852,0.2071,1.8706,2.8461,2.3842,0.1973,3.0067,0.2051,1.8978,2.8857
357291562,2.5842,0.233,2.9159,0.2386,2.0275,2.491,2.7865,0.2719,3.056,0.2521,2.0846,2.3031,2.5868,0.2794,2.9666,0.2946,1.7993,2.058,2.5643,0.2669,2.9132,0.2414,1.8868,2.2468,2.5995,0.2407,2.9076,0.239,2.0745,2.2565
347317151,2.2907,0.2298,2.7878,0.2882,1.8344,2.8172,2.497,0.2133,2.9825,0.2929,1.9481,2.7518,2.3163,0.2277,2.8281,0.3094,1.7034,2.5201,2.3131,0.2085,2.9179,0.2706,1.7095,2.8094,2.3498,0.2011,2.8221,0.2728,1.8834,2.682
355578661,2.5086,0.2234,2.6356,0.253,2.1545,2.013,2.6897,0.2082,2.7735,0.2288,2.1569,1.9891,2.4742,0.2267,2.7335,0.2428,1.9797,1.8281,2.5076,0.221,2.6728,0.2045,1.9746,1.8822,2.571,0.1889,2.5892,0.2055,2.0744,1.8848
342149892,2.7604,0.3086,3.3887,0.333,2.3807,3.2922,2.904,0.2958,3.485,0.3422,2.4489,3.1245,2.7848,0.3188,3.4493,0.3667,2.2025,3.098,2.7314,0.3069,3.3824,0.3392,2.2404,3.1611,2.723,0.2903,3.3229,0.3021,2.3006,3.0596
346905399,2.928,0.3376,3.0166,0.3068,2.539,2.78,3.1097,0.3626,3.1737,0.293,2.7242,2.6828,2.9782,0.3581,3.0419,0.2989,2.5814,2.7274,2.9033,0.3706,3.086,0.2627,2.5595,2.7676,2.8855,0.3227,3.0111,0.2434,2.6851,2.6559
357120410,2.4498,0.3186,2.6943,0.3364,2.1087,2.9225,2.6223,0.3415,2.8319,0.2887,2.0783,2.8025,2.4783,0.3284,2.7137,0.3002,1.9298,2.7744,2.4146,0.3072,2.7703,0.3068,1.9468,2.8409,2.4116,0.3047,2.5155,0.3058,2.0346,2.6724
353979723,2.4498,0.3186,2.759,0.374,2.1087,2.7973,2.6223,0.3415,2.9411,0.326,2.0783,2.698,2.4783,0.3284,2.8803,0.3396,1.9298,2.6139,2.4146,0.3072,2.798,0.3371,1.9468,2.773,2.4116,0.3047,2.7729,0.3496,2.0346,2.7288
350030405,2.6256,0.2562,3.0972,0.2889,2.1801,2.4175,2.7975,0.2455,3.1922,0.2607,2.3471,2.3328,2.6378,0.2576,3.1652,0.3023,2.1726,2.262,2.612,0.2563,3.1712,0.2798,2.0839,2.374,2.6446,0.2154,3.104,0.2686,2.2536,2.3756
340279402,2.6256,0.2562,2.9306,0.3038,2.1801,2.9275,2.7975,0.2455,2.9941,0.2763,2.3471,2.8078,2.6378,0.2576,2.9116,0.3211,2.1726,2.7661,2.612,0.2563,3.0274,0.303,2.0839,2.8926,2.6446,0.2154,2.9071,0.2397,2.2536,2.8064
341832027,2.377,0.2047,2.7045,0.2296,1.9782,2.6216,2.5366,0.2171,2.8374,0.2245,2.1099,2.6341,2.3711,0.2246,2.7006,0.2661,1.8861,2.3598,2.3471,0.2159,2.6328,0.2194,1.8706,2.349,2.3842,0.1973,2.6533,0.1858,1.8978,2.482
341157095,2.5842,0.233,2.9029,0.2622,2.0275,2.8822,2.7865,0.2719,3.0178,0.3175,2.0846,2.7372,2.5868,0.2794,2.9846,0.3047,1.7993,2.5222,2.5643,0.2669,2.9677,0.2776,1.8868,2.7613,2.5995,0.2407,2.8955,0.2714,2.0745,2.641
343563612,2.1272,0.1782,2.6587,0.2694,1.8714,2.9666,2.2759,0.1887,2.8127,0.2813,1.8773,2.7872,2.0943,0.2023,2.755,0.2976,1.6812,2.7918,2.1537,0.1994,2.791,0.281,1.7614,2.8736,2.1961,0.1993,2.7022,0.2892,1.8952,2.6847
346330507,2.5086,0.2234,2.924,0.2286,2.1545,2.9765,2.6897,0.2082,3.0284,0.2397,2.1569,2.7536,2.4742,0.2267,2.9151,0.2417,1.9797,2.6185,2.5076,0.221,2.9583,0.2167,1.9746,2.8001,2.571,0.1889,2.8444,0.1989,2.0744,2.6191
361263566,2.4649,0.3283,3.0566,0.4205,2.3224,2.9206,2.6253,0.2743,3.1904,0.3305,2.2407,2.7719,2.4665,0.2793,3.1276,0.3707,2.1274,2.6737,2.4592,0.266,3.086,0.3555,2.1248,2.7963,2.474,0.2881,2.9626,0.3689,2.3328,2.8082
343470031,2.4498,0.3186,2.7949,0.3292,2.1087,2.8529,2.6223,0.3415,2.9468,0.2743,2.0783,2.6957,2.4783,0.3284,2.7865,0.2841,1.9298,2.5629,2.4146,0.3072,2.8654,0.3157,1.9468,2.7489,2.4116,0.3047,2.7018,0.3057,2.0346,2.681
356661724,2.4787,0.2273,2.7629,0.2878,1.9887,2.1712,2.7001,0.2115,2.9523,0.2559,2.0739,2.2245,2.4938,0.2296,2.8315,0.3058,1.7756,2.0299,2.5358,0.2279,2.8698,0.2464,1.9429,2.0964,2.5226,0.2035,2.7495,0.2627,1.9872,2.1069
350716319,2.5105,0.2272,2.7913,0.2951,1.9958,2.5029,2.6489,0.2396,2.9164,0.3037,1.9663,2.4498,2.4883,0.2519,2.7805,0.3102,1.8331,2.2265,2.4845,0.2379,2.7966,0.2669,1.8513,2.3913,2.4687,0.2016,2.7294,0.2696,1.8501,2.3451
351993873,2.928,0.3376,2.8292,0.3328,2.539,2.8974,3.1097,0.3626,2.9029,0.3181,2.7242,2.7466,2.9782,0.3581,2.8845,0.3615,2.5814,2.6725,2.9033,0.3706,2.943,0.3072,2.5595,2.8035,2.8855,0.3227,2.7987,0.3299,2.6851,2.6493
354682683,2.7604,0.3086,3.2511,0.2564,2.3807,2.9127,2.904,0.2958,3.3365,0.241,2.4489,2.7494,2.7848,0.3188,3.3139,0.2524,2.2025,2.8257,2.7314,0.3069,3.2575,0.2266,2.2404,2.7348,2.723,0.2903,3.163,0.2329,2.3006,2.6926
342551483,2.2907,0.2298,2.8579,0.3208,1.8344,2.1738,2.497,0.2133,3.0318,0.293,1.9481,2.1173,2.3163,0.2277,2.958,0.3213,1.7034,1.9729,2.3131,0.2085,2.9433,0.2849,1.7095,2.1132,2.3498,0.2011,2.9097,0.2666,1.8834,2.0531
344278900,2.4787,0.2273,2.7899,0.3032,1.9887,2.9358,2.7001,0.2115,2.9424,0.2527,2.0739,2.5624,2.4938,0.2296,2.8252,0.2885,1.7756,2.5168,2.5358,0.2279,2.9305,0.2504,1.9429,2.7829,2.5226,0.2035,2.7547,0.2454,1.9872,2.6623
359118547,2.928,0.3376,2.8478,0.2495,2.539,2.445,3.1097,0.3626,2.9604,0.2508,2.7242,2.3545,2.9782,0.3581,2.8797,0.2499,2.5814,2.2645,2.9033,0.3706,2.8714,0.2809,2.5595,2.3072,2.8855,0.3227,2.8292,0.2321,2.6851,2.2972
341497432,2.928,0.3376,2.7769,0.2656,2.539,2.2092,3.1097,0.3626,2.9319,0.2529,2.7242,2.2207,2.9782,0.3581,2.8898,0.2653,2.5814,2.1007,2.9033,0.3706,2.9361,0.2418,2.5595,2.2636,2.8855,0.3227,2.8857,0.2697,2.6851,2.3039
354839190,2.5086,0.2234,2.7931,0.273,2.1545,2.221,2.6897,0.2082,2.8961,0.2722,2.1569,2.2628,2.4742,0.2267,2.8903,0.2673,1.9797,2.1582,2.5076,0.221,2.8881,0.2551,1.9746,2.305,2.571,0.1889,2.8107,0.2532,2.0744,2.3314
344865201,2.4498,0.3186,2.8225,0.3211,2.1087,3.0341,2.6223,0.3415,3.0408,0.3205,2.0783,3.0015,2.4783,0.3284,2.8999,0.3052,1.9298,2.8246,2.4146,0.3072,2.8832,0.3422,1.9468,2.9385,2.4116,0.3047,2.7247,0.317,2.0346,2.8189
351969511,2.5086,0.2234,3.4743,0.3212,2.1545,3.0461,2.6897,0.2082,3.606,0.3398,2.1569,2.8393,2.4742,0.2267,3.5379,0.3453,1.9797,2.904,2.5076,0.221,3.4671,0.314,1.9746,3.014,2.571,0.1889,3.4088,0.3304,2.0744,2.9636
351418669,2.6256,0.2562,2.9983,0.2587,2.1801,2.501,2.7975,0.2455,3.0916,0.2585,2.3471,2.4169,2.6378,0.2576,2.9774,0.2741,2.1726,2.2073,2.612,0.2563,2.9948,0.2605,2.0839,2.3483,2.6446,0.2154,2.951,0.2127,2.2536,2.3472
343799320,2.1272,0.1782,2.8314,0.2829,1.8714,2.9129,2.2759,0.1887,3.0005,0.2875,1.8773,2.8832,2.0943,0.2023,2.8786,0.3111,1.6812,2.7115,2.1537,0.1994,2.9867,0.3058,1.7614,2.9901,2.1961,0.1993,2.8863,0.2952,1.8952,2.8196
357678690,2.5105,0.2272,2.6808,0.2253,1.9958,2.4411,2.6489,0.2396,2.8656,0.2167,1.9663,2.4067,2.4883,0.2519,2.7312,0.2167,1.8331,2.1482,2.4845,0.2379,2.7261,0.1988,1.8513,2.2326,2.4687,0.2016,2.6749,0.2032,1.8501,2.2233
345587676,2.4787,0.2273,3.056,0.3508,1.9887,3.0738,2.7001,0.2115,3.2033,0.324,2.0739,2.8041,2.4938,0.2296,3.1077,0.3653,1.7756,2.661,2.5358,0.2279,3.1401,0.3565,1.9429,2.856,2.5226,0.2035,3.0093,0.3269,1.9872,2.7289
350749308,2.928,0.3376,2.7298,0.2099,2.539,2.1954,3.1097,0.3626,2.842,0.2314,2.7242,2.114,2.9782,0.3581,2.8094,0.252,2.5814,2.0242,2.9033,0.3706,2.8216,0.2451,2.5595,2.0723,2.8855,0.3227,2.661,0.2394,2.6851,2.0879
344706779,2.5086,0.2234,3.115,0.2223,2.1545,2.6962,2.6897,0.2082,3.2366,0.2167,2.1569,2.5095,2.4742,0.2267,3.2319,0.2264,1.9797,2.4159,2.5076,0.221,3.1499,0.2119,1.9746,2.4559,2.571,0.1889,3.1011,0.2112,2.0744,2.5319
343280466,2.6256,0.2562,3.3997,0.3094,2.1801,2.8304,2.7975,0.2455,3.5117,0.3348,2.3471,2.7168,2.6378,0.2576,3.4777,0.3078,2.1726,2.7764,2.612,0.2563,3.3919,0.3025,2.0839,2.7396,2.6446,0.2154,3.4112,0.3017,2.2536,2.8399
